ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description,Disciplines,Cost
11157,EDIS,7993,001,IND,1 - 6,Catherine Brighton,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Course permits students to work, under close faculty guidance, on an individual research project. Research done in this course may not be considered a part of thesis or dissertation work. Enrollment in this course should be limited to two three-credit registrations (six credits) at the doctorate level. Exceptions to this regulation should have the approval of the advisory committee and the dean of the School of Education.",,
11273,EDIS,8082,500,SEM,3,"Jenny Gilmore, Gail Lovette",tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Advanced Curriculum Seminar,,Open,3,15,0,"The field of curriculum studies seeks to understand the complex environments of teaching and learning within our society--to see beyond curriculum guides, standards, and lesson plans to make meaning of the lived experiences shared by students and teachers and to ascertain how decisions about what is and not taught are made, how teachers implement official knowledge, and how students respond.",,
11247,EDIS,8970,500,PRA,3 - 6,Matthew Wheelock,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11272,EDIS,8970,501,PRA,3 - 6,Anne Jewett,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11275,EDIS,8970,502,PRA,3 - 6,April Salerno,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11303,EDIS,8970,504,PRA,3 - 6,Jennifer Pease,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11310,EDIS,8970,505,PRA,3 - 6,Tish Jennings,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11279,EDIS,8970,506,PRA,3 - 6,Catherine Brighton,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,30,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11311,EDIS,8970,507,PRA,3 - 6,Natasha Heny,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,10,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11285,EDIS,8970,508,PRA,3 - 6,Latisha Hayes,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,1,30,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11329,EDIS,8970,509,PRA,3 - 6,Jennie Chiu,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,30,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11332,EDIS,8970,510,PRA,3 - 6,Jennifer Pease,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,30,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11334,EDIS,8970,511,PRA,3 - 6,Tonya Moon,tba,Web-Based Course,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Field Study,,Open,0,30,0,"In this student-driven, field-based course, students perform work at a school, district, or other educational setting to investigate and address a specific question, challenge, need, or interest of the partner organization. Students make informed analyses of the educational issues and present findings.",,
11213,EDIS,9991,001,IND,1 - 12,Tonya Moon,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11214,EDIS,9991,002,IND,1 - 12,Anne Jewett,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,2,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11216,EDIS,9991,003,IND,1 - 12,April Salerno,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,1,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11154,EDIS,9991,004,IND,1 - 12,Catherine Brighton,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11163,EDIS,9991,005,IND,1 - 12,Stephanie van Hover,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11176,EDIS,9991,006,IND,1 - 12,Ottilie Austin,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11181,EDIS,9991,007,IND,1 - 12,Peter Youngs,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11218,EDIS,9991,008,IND,1 - 12,Matthew Wheelock,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,1,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11274,EDIS,9991,010,IND,1 - 12,April Salerno,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11278,EDIS,9991,011,IND,1 - 12,Natasha Heny,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11280,EDIS,9991,012,IND,1 - 12,Latisha Hayes,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,1,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11288,EDIS,9991,013,IND,1 - 12,Jennifer Pease,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11307,EDIS,9991,014,IND,1 - 12,Tish Jennings,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11308,EDIS,9991,015,IND,1 - 12,Judith Paulick,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11336,EDIS,9991,016,IND,1 - 12,Jennie Chiu,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11203,EDIS,9993,001,IND,1 - 6,Tonya Moon,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close guidance of a faculty member, students work on an area of particular interest that cannot be met by a regularly scheduled course. A plan of study should be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
11314,EDIS,9993,002,IND,1 - 6,Judith Paulick,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close guidance of a faculty member, students work on an area of particular interest that cannot be met by a regularly scheduled course. A plan of study should be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
11190,EDIS,9993,003,IND,1 - 6,Latisha Hayes,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close guidance of a faculty member, students work on an area of particular interest that cannot be met by a regularly scheduled course. A plan of study should be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
11330,EDIS,9998,001,IND,3 - 12,Michael Kennedy,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Research Apprenticeship,,Open,0,30,0,Designed to give doctoral students experience conducting research in professional settings appropriate to their disciplines. Prerequisites: Advisor Permission Required,,
11335,EDIS,9999,001,IND,3 - 12,Judith Paulick,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11192,EDIS,9999,003,IND,3 - 12,Michael Kennedy,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11205,EDIS,9999,004,IND,3 - 12,Julie Cohen,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11167,EDIS,9999,007,IND,3 - 12,Stephanie van Hover,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11171,EDIS,9999,008,IND,3 - 12,Ottilie Austin,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11166,EDIS,9999,015,IND,3 - 12,William Therrien,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11147,EDIS,9999,018,IND,3 - 12,Stanley Trent,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11158,EDIS,9999,021,IND,3 - 12,Catherine Brighton,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11160,EDIS,9999,022,IND,3 - 12,Jennie Chiu,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11340,EDIS,9999,023,IND,3 - 12,Peter Youngs,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Doctoral Dissertation,,Open,0,30,0,Doctoral Dissertation Research completed under the guidance of dissertation committee. 12 hours is required for graduation. Permission of instructor required.,,
11287,EDLF,4995,500,IND,1 - 6,Nancy Deutsch,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Directed Research,,Open,0,30,0,Directed Research under supervision of faculty member.,,
11248,EDLF,5010,500,Lecture,3,Ray Smith,mo 12:00am - 12:00am,Web-Based Course,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Child Learning and Development,,Open,0,30,0,"This course examines children's learning and development in the elementary school grades. The course, designed for students who plan to become teachers, focuses on cognitive development (e.g., the role of the brain in learning, misconceptions, transfer) and social development (e.g., relationships, moral development). Three themes emerge: individual variability and diversity, development, and translation from research to practice.",,
11185,EDLF,5011,001,Lecture,3,Ginny Vitiello,motuwethfr 1:00pm - 3:15pm,Ridley Hall 179,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Adolescent Learning and Development,,Open,0,40,0,"This course examines adolescent learning and development and is designed for students who plan to teach in secondary schools. Adolescent cognitive, physical, and social development is considered from a multi-level (e.g., school, family, community) perspective. In identifying links between these domains and learning, three themes emerge: individual variability and diversity, developmental trends, and translating educational research to practice.",,
11201,EDLF,5020,001,Lecture,3,Beverly Sweeney,tuth 9:00am - 12:00pm,Ridley Hall 137,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Introduction to Applied Developmental Science,,Open,0,35,0,"Introduction to how research in developmental science intersects with applied work with children and youth. Students will learn foundational principles of development, examine how they apply to contemporary issues (e.g., disparities in educational opportunities), and highlight challenges present in the field. Students will also learn about programs and services designed to address these issues for children, youth, and families.",,
11249,EDLF,5160,500,Lecture,3,Ray Smith,tba,Web-Based Course,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Life Span Development,,Open,10,35,0,"This course will focus on biological, psychological and social development from birth through older adulthood. Topics will be presented via discussion of underlying theory, research, and application, with attention to how gender, race, SES, and cohort impact development. Concepts of consistency and change will be stressed. Throughout, students will be encouraged to examine and even question their own beliefs about what it means to ""grow up"".",,
11173,EDLF,5810,001,Lecture,3,Christian Steinmetz,mo 4:00pm - 6:30pm,Ridley Hall 137,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Introduction to Higher Education,,Open,5,35,0,"This course introduces students to the range of topics, theoretical frameworks, and research strategies appropriate to the study of higher education.",,
11344,EDLF,5820,001,Lecture,3,Robert Leffers,tu 4:00pm - 6:30pm,Ridley Hall 137,06/09/2025 - 08/01/2025,,,,,,,,,,,,,Organization & Management of Colleges and Universities,,Open,7,35,0,"This course introduces college and university management functions, organizational arrangement, administrative style and behavior, functional areas of administrative operations, decision-making, and long-range planning.",,
12485,EDLF,5830,001,Lecture,3,Christian Steinmetz,we 4:00pm - 6:30pm,Ridley Hall 137,06/09/2025 - 08/01/2025,,,,,,,,,,,,,College Student Experience,,Open,5,35,0,"This course examines trends and changes in the characteristics of college students and institutions they attend, as well as the larger social context in which they operate. It will explore emerging theories and methodologies that address student experience and research related to how college affects students.",,
11281,EDLF,5985,001,PRA,1 - 6,Timothy Konold,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Internship,,Open,0,10,0,Students apply academic experiences in professional and/or research settings; reflect and critically and constructively analyze experiences from multiple perspectives; and view the work as connecting course content authentic contexts. Students work as professionals with site supervisors and instructors to complete related assignments and relevant background research on the professional and academic resources available.,,
11282,EDLF,5985,002,PRA,1 - 6,Vivian Wong,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Internship,,Open,0,10,0,Students apply academic experiences in professional and/or research settings; reflect and critically and constructively analyze experiences from multiple perspectives; and view the work as connecting course content authentic contexts. Students work as professionals with site supervisors and instructors to complete related assignments and relevant background research on the professional and academic resources available.,,
11291,EDLF,5993,001,IND,1 - 6,Jim Soland,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11131,EDLF,5993,002,IND,1 - 6,Diane Hoffman,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11132,EDLF,5993,003,IND,1 - 6,Christian Steinmetz,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11135,EDLF,5993,004,IND,1 - 6,Brian Pusser,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11292,EDLF,5993,005,IND,1 - 6,Justin Thompson,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11202,EDLF,5993,006,IND,1 - 6,Vivian Wong,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11144,EDLF,5993,007,IND,1 - 6,Nancy Deutsch,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11360,EDLF,5993,008,IND,1 - 6,Timothy Konold,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,Prerequisite: Instructor permission.,,
11250,EDLF,7140,500,Lecture,3,Maureen Boland,tu 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,LEAD II: Professional Learning,,Open,0,25,0,"The commitment to effective professional learning increases educator effectiveness, providing a vehicle through which leaders can navigate change and seek improvement in their schools. Leaders who foster an environment of adult learning and build capacity to lead learning enhances the quality of instruction and student outcomes. Providing the tools and resources, leaders can create accessible means to develop new knowledge, skills, and practices.",,
11196,EDLF,7290,001,SEM,1 - 3,Beverly Sweeney,mo 10:00am - 12:00pm,Ridley Hall 137,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Seminar in Educational Psychology,,Open,0,40,0,This course explores educational psychology as a profession and provides a forum for discussing current problems in the field of Educational psychology and the local program. This seminar is appropriate only for Educational Psychology majors in the Learning and Development specialty. Restricted to Master's Degree Students,,
11251,EDLF,7805,500,Lecture,3,June Baptist,mo 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Cultivating Professional Capacity,,Open,0,25,0,"Through research based practices and theoretical framing, students learn to build schools' professional capacity through recruitment, interviewing, induction, professional development, evaluation, and compensation. The process is considered in school and policy contexts with attention to ethical and diversity considerations. Students develop actionable plans for employing, supporting, and retaining professional capacity as a leader.",,
11252,EDLF,7806,500,Lecture,3,To Be Announced,th 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Family and Community Engagement,,Open,0,25,0,"This course covers the basic principles of engaging families and the community in the life of a school, a fundamental responsibility of school leaders. Topics include communication with the school community and families, community partnerships, crisis communications, and research-based engagement practices. This course will provide tools and resources for building positive relationships with staff, parents, and the community at large.",,
11253,EDLF,7807,500,Lecture,3,Joscelin Lockhart,tu 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,"Leadership Experiences, Applications & Development",,Open,7,25,0,"The role of principal is complex and demanding, but no other individual in a school is better positioned to impact student achievement and faculty morale. Students consider the school as an organization, and examine the routines and tools school leaders and teachers use to analyze and act on its management and climate, and then apply improvement science to identify effective and ineffective practices for a problem of practice in the specific area.",,
11254,EDLF,7808,500,Lecture,3,Jaime Stacy,mo 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Strategic Alignment of Planning and Resources,,Open,0,30,0,"This course explores school finance principles and challenges, emphasizing budgeting activities like planning, data collection, development, communication, implementation, and monitoring. Topics include resource allocation, accounting, business management, organizational behavior, and data management. Students apply concepts and engage in discussions.",,
11255,EDLF,7810,500,Lecture,3,Wendell Roberts,tu 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Legal and Educational Policy Context,,Open,0,30,0,"This course explores laws and policies that shape U.S. public school teaching and learning environments, covering Supreme Court cases and federal legislation. The course introduces legal principles and guidelines for fulfilling leadership duties and protecting the respective rights of student and teacher. Students will be prepared to make fair and ethical decisions, enhancing educational opportunities for all students.",,
11256,EDLF,7811,500,Lecture,3,Jaime Stacy,tu 9:00am - 12:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Leadership for Teaching and Learning,,Open,7,25,0,"This course gives students conceptual and philosophical frameworks for leading good instruction and creating conditions for teaching and learning in schools and districts. Students reflect on their own instructional filters and deepen understanding of what we know about effective teaching and learning. Considering various instructional issues, students learn to supervise and evaluate instruction, connecting supervision with professional growth.",,
11257,EDLF,7812,500,Lecture,3,David Eddy Spicer,th 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Leadership for Continuous Improvement,,Open,0,25,0,"This course provides educators with tools to initiate and sustain continuous improvement to promote all student's academic success and well-being. Drawing on improvement science, the course provides frameworks and protocols for understanding and leading systemic change in schools and school systems. Activities include authentic application of approaches used to support high-quality teaching and leading in P-12 school systems across the country.",,
11258,EDLF,7813,500,Lecture,3,To Be Announced,th 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Leadership for EdTech,,Open,0,25,0,"Examines how, as a team, school leaders analyze the relationship of the integration of technologies to teachers' beliefs & practices & to local school culture, structures, & policies. Students will evaluate factors critical for successful implementation of educational technology; identify & deconstruct the distributed leadership of educational technology in a school setting; & plan comprehensively for a system of practice to lead EdTech.",,
11297,EDLF,7815,500,Lecture,3,Tinkhani White,th 5:00pm - 8:00pm,TBA,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Leadership for Equity of Diverse Populations,,Open,1,30,0,Leadership for Equity of Diverse Populations seeks to support special populations in schools. It proposes that effective leadership for all special student populations involves particular knowledge and requires a strong equity orientation.,,
11260,EDLF,8988,501,IND,1 - 3,Michelle Beavers,th 9:00am - 4:00pm,Web-Based Course,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Administrative Internship,,Open,1,25,0,Administrative Internship,,
11363,EDLF,8988,502,IND,1 - 3,To Be Announced,tba,Web-Based Course,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Administrative Internship,,Open,0,25,0,Administrative Internship,,
11313,EDLF,8998,002,IND,1 - 12,Christopher Tibbetts,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Masters Research Internship,,Open,0,30,0,Designed to give masters students experience conducting research in professional settings appropriate to their disciplines. Prerequisites: Permission of Advisor,,
11155,EDLF,8998,006,IND,1 - 12,Diane Hoffman,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Masters Research Internship,,Open,0,30,0,Designed to give masters students experience conducting research in professional settings appropriate to their disciplines. Prerequisites: Permission of Advisor,,
11178,EDLF,8998,011,IND,1 - 12,Beverly Sweeney,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Masters Research Internship,,Open,0,30,0,Designed to give masters students experience conducting research in professional settings appropriate to their disciplines. Prerequisites: Permission of Advisor,,
11318,EDLF,8998,013,IND,1 - 12,Vivian Wong,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Masters Research Internship,,Open,0,30,0,Designed to give masters students experience conducting research in professional settings appropriate to their disciplines. Prerequisites: Permission of Advisor,,
11289,EDLF,9991,001,IND,1 - 12,Robert Leffers,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11136,EDLF,9991,002,IND,1 - 12,Sara Dexter,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11312,EDLF,9991,003,IND,1 - 12,Michelle Beavers,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11165,EDLF,9991,006,IND,1 - 12,David Eddy Spicer,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11197,EDLF,9991,009,IND,1 - 12,Sandra Mitchell,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11331,EDLF,9991,010,IND,1 - 12,Christian Steinmetz,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11359,EDLF,9991,011,IND,1 - 12,Brian Pusser,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,1,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11365,EDLF,9991,012,IND,1 - 12,Jaime Stacy,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11366,EDLF,9991,013,IND,1 - 12,Karen Inkelas,tba,Contact Department,05/19/2025 - 08/07/2025,,,,,,,,,,,,,Ed.D. Research,,Open,0,30,0,Ed.D. Research conducted under the guidance of capstone committee. 12 hours required for graduation. Permission of Instructor required.,,
11293,EDLF,9993,001,IND,1 - 12,Justin Thompson,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close faculty guidance, students work on an area of interest not covered by the curriculum. A plan of study must be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
11127,EDLF,9993,002,IND,1 - 12,Sara Rimm-Kaufman,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close faculty guidance, students work on an area of interest not covered by the curriculum. A plan of study must be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
11128,EDLF,9993,004,IND,1 - 12,Walter Heinecke,tba,Contact Department,06/16/2025 - 08/07/2025,,,,,,,,,,,,,Independent Study,,Open,0,30,0,"Under close faculty guidance, students work on an area of interest not covered by the curriculum. A plan of study must be signed by the faculty sponsor and filed in the student's permanent file in the Office of Student Affairs. Prerequisite: Instructor permission.",,
