Name,Category,OriginalCategories,Application,Description,Photo
Lone Star Lawyers at Virginia Law,Professional Schools,Contracted Independent Organization (CIO)$Academic & Professional$Law School$Social & Hobby$No Application or Interview Required,False,"Lone Star Lawyers works to create a network for students interested in the Texas legal market by connecting them with employers, alumni and fellow students working in the state. LSL helps students find employment opportunities in Texas and provide a social atmosphere for students interested in Texas and alumni working in Texas to interact.",c8630e95-f492-4b47-851d-74ea64e2d3fe.jpg
LumiLink at UVA,Identity & Culture,Contracted Independent Organization (CIO)$Academic & Professional$Cultural & Ethnic$No Application or Interview Required,False,"We are a distinguished student organization dedicated to facilitating the connection between of brain science students at the University of Virginia (UVA). Our mission encompasses enhancing their overall academic and cultural experience. Moreover, we curate and disseminate concise yet insightful articles via WeChat and mailing list, aimed at familiarizing individuals with fundamental psychological concepts. In pursuit of our objectives, we actively foster connections between accomplished alumni specializing in relevant fields and the present student body. This endeavor entails inviting these esteemed alumni to contribute their invaluable personal perspectives, thereby enriching the current students' academic journey.",909fc7c1-0170-4b1b-bed7-cce477f5f540.png
Lutheran Campus Ministry ,Miscellaneous,Contracted Independent Organization (CIO)$Religious & Spiritual$No Application or Interview Required,False,"We are an open, supportive group that welcomes and affirms all students who are seeking Christian fellowship. We are LGBTQIA+ affirming. We worship together, enjoy social activities, share lunch after church, and talk about faith and the challenges of life. Come and check us out at St. Mark Lutheran Church on the corner of Alderman and Ivy Road.",5cf15a92-2c4b-4e81-8306-530d97dbf3d7.jpg
Machine Learning @UVA,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$No Application or Interview Required$Data Sciences,False,"ML@UVA is dedicated to increasing the accessibility of and engagement in machine learning (ML) at UVA. As one of modernity’s most impactful technological developments, machine learning has and will continue to shape the world. ML@UVA provides a strong community, engaging opportunities, diverse events, and comprehensive resources for all students, ranging from those just curious about ML to those already engaged in ML research and everything in between.To learn more, please visit www.mlatuva.org.",1b4956b6-02d4-4ac3-bb4d-b4c4247a757b.jpg
Madison House,Service & Advocacy,Contracted Independent Organization (CIO)$Public Service,True,"Madison House serves as the volunteer center for students at the University of Virginia. We coordinate volunteers, develop leaders, build community partnerships and promote lifelong volunteer service. Madison House organizes service programs to address the needs of the community as well as the educational and personal growth objectives of students.",ae6c8d76-2cdc-4c50-818d-6287448ab490.jpg
Magical Moments Foundation at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Public Service,True,"Magical Moments Foundation is a wish-granting organization for children with craniofacial disorders. We work to make a difference in these children’s lives, spread awareness of the lifelong harm caused by appearance-related stigma, and promote acceptance of facial diversity.Children with facial differences often endure the pain of teasing, bullying, and isolation— pain that can leave emotional scars that last a lifetime. Children that face the world with a difference also endure the challenge of a more silent, but just as damaging, form of stigma: that of unconscious bias. And so, many children with differences grow up in a world that tells them that their dreams must be smaller than those of their peers.Magical Moments is working to change all of that. We create magical experiences that restore hope and provide comfort, inspiration, and encouragement to children with facial differences that are the result of genetic disorders, congenital anomalies, cancer treatment, severe trauma and burns. We help children understand that they are not at all limited by their appearance, but only by the size of their dreams! Through the magical moments that we create, we not only make a difference in children’s lives, but we also promote awareness of the lifelong harm caused by appearance-related stigma and create more widespread acceptance of facial diversity within our communities.With your help, we can grant wishes that teach children with facial differences to believe in themselves while teaching the world to see and celebrate the beauty in every child!",1a5c3d4f-27ef-4f2c-82d7-a286214a64fd.png
Mahjong Club,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Social & Hobby$No Application or Interview Required,False,"Mahjong Club is dedicated to the enjoyment and practice of Mahjong, a traditional tile-based game originating from China. The club provides a welcoming space for players of all skill levels, from beginners to seasoned experts, to gather, learn, and engage in friendly competition. Through regular meetings weekly on Saturdays from 4:30pm-7:00pm in Tuttle Dunnnington First Floor Lounge and tournaments the club fosters a sense of camaraderie and cultural appreciation, promoting both casual gameplay and more competitive formats. In addition to playing, members have opportunities to socialize, share strategies, and explore the rich history and cultural significance of Mahjong, creating a vibrant and inclusive environment for all.",e92ad925-8aa6-40d9-941a-a77e59fa679e.jpg
Mainland Student Network,Identity & Culture,Contracted Independent Organization (CIO)$Academic & Professional$Cultural & Ethnic,True,"Founded in 2005, Mainland Student Network (MSN) is an active on-ground CIO at the University of Virginia. MSN aims to build a platform, where international Chinese students could better their understanding of American Culture, and smoothly adapt to university life as fast as possible. Also, we focus on cultural events and other on-grounds / off-grounds activities. We promote the positive image of UVA in mainland China. Throughout the years, MSN is very grateful to have your support, from students, from alumni, and from parents. We are determined to ameliorate your UVA life and create a better future for you.",32f6ce43-1955-4d43-ba7a-f4c7cf9a2400.png
manifestA,Miscellaneous,Contracted Independent Organization (CIO)$No Application or Interview Required$Architecture,False,"manifestA is a collectively-led organization facilitated by students and open to all members of the A-School community (students, faculty, and staff)–past and present. We welcome participation from all disciplines, backgrounds, sexual orientations, genders (including trans and non-binary folx), ethnicities, races, and abilities. manifestA seeks to challenge the explicit and implicit inequities and biases that have been perpetuated within the allied design professions and the built environment.We acknowledge our professions’ complicity in creating and reinforcing unjust systems. manifestA stands against white supremacy and systemic racism. We stand with the Black Lives Matter movement in solidarity for the dignity, protection, and empowerment of Black, Indigenous, and Peoples of Color. manifestA is a platform to address these institutions of injustice as they intersect with design and the built environment.In alliance with the Inclusion + Equity Committee of the School of Architecture, the National Organization for Minority Architecture Students (NOMAS), A-School International Student Association (AISA), and others, we aim to foster meaningful conversations and educational programming that will strengthen the A-School community's ability to address issues of justice and equity in academic and professional work.Join us in our commitment to listen, learn, and amplify the voices leading these conversations. ",fdb42d1f-c1c8-4ddd-9e38-f84a1a8c96b5.jpg
Mariachi Noche Hermosa,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Social & Hobby$Visual & Performing Arts$No Application or Interview Required$International,False,"Founded in January 2023, Mariachi Noche Hermosa at the University of Virginia is UVA’s only mariachi band. It was created to give students interested in mariachi music the opportunity to perform it together, learn about its history and traditions, and foster connections with other members of the UVA and Charlottesville communities. The group is entirely student-run, with newer members learning the craft from older members. Members come from various backgrounds ranging from mariachi to classical to folk, though all share a love of mariachi music. The group meets twice a week to rehearse for public performances and for fun social events. ",f157cdd5-c357-4919-89d8-885fac1557d1.png
Marine Science Society,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$Social & Hobby,True,"We are a social club committed to connecting members to marine science and &#65279;informing students about the future of our coastlines. Past activities include:Oyster conservation volunteer programsWhale-watching excursionTrip to the eastern shore (peninsula) of VirginiaParties, socialsProfessor talksMovie nightsQuarry tripTrick or treating on the LawnHumpback hikeStudy breaks &amp; snacksCome check us out!",d723ae97-258e-49b0-bf26-dc8d99e49e2e.jpg
Marketing & General Management Club at Darden,Professional Schools,Contracted Independent Organization (CIO)$Academic & Professional$Darden School$No Application or Interview Required,False,"Our mission is to empower and support Darden students seeking careers in Marketing and General Management by fostering a strong sense of community, facilitating educational events, and serving our peers. We aim to achieve these objectives by: Promoting a community culture among students interested in Marketing and General Management roles and career paths through social and professional networking events. Educating club members and the broader Darden community about the multitude of opportunities in Marketing and General Management and the potential roles available. Building deep and meaningful relationships among students, faculty and staff, mentors, and corporate partners to ultimately improve the recruiting experience and outcomes for all stakeholders. Leveraging our unique position as one of the largest clubs at Darden to support international students and promote diversity, equity, and inclusion within the Marketing and General Management space. We will collaborate closely with the Career Center, Corporate Engagement, Faculty, Office of Student Affairs, Darden Student Association, current and potential employers, and other Darden clubs to deliver on these goals. Board VisionGive back and pay it forward, Expand opportunities, particularly for international students, Change the mindset around MGM as a “backup,” Strengthen existing and establish new corporate relationships, Create and promote a strong MGM community beyond just being another club, Gain valuable leadership experience, and HAVE FUN!",e95f0a51-9576-44aa-9a9a-f6ad24efda4f.png
Matchas for Mexico City,Service & Advocacy,Contracted Independent Organization (CIO)$Public Service,True,"Mission Statement: MFMC is a human-trafficking awareness organization, which focuses on educating college peers on the Mexico-City/US trafficking rings and providing methods to combat the issue... whether that be through online mindfulness, volunteering opportunities, meetings with anti-human trafficking orgs or teaching seminars. MFMC employs the medium of matcha, and interest for the beautiful, green beverage to uplift these efforts, specifically through matcha-latte fundraisers and matcha-making workshops! Overall, MFMC aims to merge both the Latino and Asian cultures to holistically fight against Human Trafficking on campus through education, financial support, awareness and responsibility. The club, Matchas for Mexico City is established for the expressed purpose of:Bringing collective attention to the prevalent humanitarian issue of human trafficking around the globe, and most notably the relationship between Mexico City redlight districts and the United States. Employing the medium of matcha drinks, matcha practices and tied culture, to financially  uplift non-profit organizations that combat human trafficking in Mexico through fundraising and public events. Collaborating with other CIO’s, departments and organizations to expand human-trafficking awareness and support Matchas for Mexico City’s matcha fundraisers. ",e88a0964-1b9b-48f3-9d7e-344692588a47.jpeg
Mathematics Club at UVA,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$No Application or Interview Required,False,"The Undergraduate Math Club at University of Virginia is a biweekly seminar and a club for students interested in mathematics and related areas. It meets on Tuesdays at 5pm for 60-80 minutes. The activities vary from talks by faculty members, graduate and undergraduate students to presentations by local industries, and panel discussions (on REUs, careers for math majors, etc). The aim of the Undergraduate Math Club is to provide an avenue for mathematics-interested students to learn about interesting topics in higher math that they will not see in standard coursework.",2a3eb270-c61d-4bc1-8c6f-0e842f0d08a9.jpg
Maxine Platzer Lynn Women's Center,Campus Units,"Department, Schools, or Centers",True,"About UsWhat’s at the Women’s Center for students?The Women’s Center is a welcoming, inclusive space where you can access a wide variety of resources and opportunities – find what you need to thrive and to give back! Come see us on the Corner for easy access to all of these features of the Women’s Center during our regular hours:quiet and comfortable spaces for studying or meetings meditation spacesatellite location of the on-Grounds food pantry system books to borrow (or pass along or keep) – in connection with our book club or to read at your own pace single-stall, all-gender bathrooms - nice, private and well-stocked with everything a bathroom should haveinformation about special events we're hostingand more.Ways to learn more:Browse our website and feel free to contact us or stop by with questions. Sign up for our twice-a-month e-news, More or Less, to receive updates and reminders about regular drop-in sessions we offer with food and activities that provide a break from studying. (Student leaders can also submit news from their CIOs to More or Less for inclusion in upcoming issues.) Follow the Women’s Center @uvawomenscenter. Students who are interested in volunteering can contact us to receive additional information that enables them to help with the center’s events and outreach efforts. Interested in getting more involved? Watch for announcements of special opportunities like workshops, guest lectures, and deadlines to apply for our internships and community mentoring programs. Who’s welcome? Everyone!The Women’s Center serves all UVA students. Everything we offer, from study and meeting spaces to service learning opportunities, is free and available to EVERYONE at UVA, including men.",59a8c78e-37d0-4517-9b4e-f8ae639907f8.jpg
McIntire Department of Music,Campus Units,Administrative Unit,True,,
McIntire Investment Institute,Academic & Professional,Contracted Independent Organization (CIO)$Commerce/Business,True,"We are an entirely student-run, long/short equity investment organization at the University of Virginia with over $800,000 in assets under management. Founded in 1994 by an endowment from &#34;Tiger Cub&#34; John Griffin of Blue Ridge Capital, we operate as a non-profit under the McIntire Foundation. We employ a fundamental, value-oriented investment strategy.",cf38a898-9a7d-49ea-9d51-75d5ca3404b6.png
McIntire Office of Undergraduate Admission,Campus Units,"Department, Schools, or Centers",True,"At McIntire, we believe that learning about commerce starts with a solid liberal arts foundation. Our Bachelor's in Commerce is an integrated, highly applied two-year program that creates business leaders who go on to positively impact industry all over the world. Our dynamic community is home to diverse points of view, and provides you with a broad understanding of global business by developing skills applicable to any industry.",8c11770f-5010-4399-bf05-00fa12f8b8e0.jpg
MedDreams at UVA,Identity & Culture,Academic & Professional$Cultural & Ethnic$Public Service$No Application or Interview Required$Health and Wellness$International,False,"Gaining clinical experience in a new medical system while immersing yourself in a different culture offers a unique opportunity for personal and professional growth. This experience allows you to enhance your medical skills in a diverse environment, broaden your understanding of global healthcare practices, and cultivate a deeper cultural sensitivity, ultimately enriching your ability to provide compassionate and effective care to a wide range of patients.",037dc315-62af-472e-90b4-24bdca1f4830.jpeg
"Media, Entertainment & Sports Club",Professional Schools,Contracted Independent Organization (CIO)$Academic & Professional$Darden School$Media & Publications$Social & Hobby$Visual & Performing Arts$No Application or Interview Required,False,"The Media, Entertainment &amp; Sports Club’s (“MESC”) mission is to provide FY and SY students with information on career opportunities and professional connections within these industries. Traditionally, the MESC has been considered a hybrid Career and Affinity club. The leadership team’s goal is to put greater emphasis on both career and affinity aspects to help Darden develop a stronger presence within these industries, as well as provide an outlet for students who want to explore, discuss, and interact with these various mediums.",5c62c16d-16f2-49f6-8ec4-af7fb64d5ce1.jpeg
Medical Entrepreneurship Club,Academic & Professional,Contracted Independent Organization (CIO)$Academic & Professional$Commerce/Business$No Application or Interview Required,False,"The Medical Entrepreneurship Club at UVA hopes to bridge the gap between medicine and entrepreneurship by providing students with the knowledge, resources, and networking opportunities to explore innovation in the healthcare sector. With the increasing prevalence of health-tech, biotech, and medical startups, our club aims to equip pre-med, pre-comm, and other interested students with the skills necessary to navigate this evolving landscape.We host monthly meetings featuring guest speakers, including founders, executives, and professors, who share insights into the challenges and opportunities within medical entrepreneurship. Additionally, we provide online content to educate members on core concepts in the field and facilitate networking opportunities through medical entrepreneurship conferences. Eventually, we plan to travel to conferences and enter into pitch competitions to give our members hands-on experience. We are also working with several biotech startups to pipeline dedicated members into internship opportunities. Our club welcomes students from diverse backgrounds, including pre-med, pre-comm, and computer science, to encourage interdisciplinary collaboration. By becoming a CIO, we aim to formalize our presence at UVA, gain access to more resources and create a lasting impact on the university’s entrepreneurial ecosystem.",c9f5283a-e075-4d1c-b0f5-075d6114927b.jpg
MEDLIFE at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Public Service$No Application or Interview Required,False,"MEDLIFE is a non-profit organization that partners with low-income communities in Latin America and Africa to improve their access to medicine, education, and community development projects. As a student organization, our goal is to promote awareness of global health issues and also provide those interested with the opportunity to participate in mobile clinics throughout South America. On these clinics, students work in cooperation with local healthcare professionals to provide healthcare to communities who otherwise have no access to healthcare. We also empower students and volunteers to become advocates for change by not only helping internationally, but also locally in the Charlottesville community.",2553b366-5dea-449d-9f73-749b03740d29.jpeg
Men Advancing Nursing Club at UVA,Identity & Culture,Contracted Independent Organization (CIO)$Academic & Professional$Cultural & Ethnic$Public Service$Social & Hobby$No Application or Interview Required,False,Men Advancing Nursing club at the University of Virginia - a club for people of all genders and backgrounds to promote nursing as a profession as well as providing community outreach to Charlottesville and the surrounding area.,a6a8bb1c-2c7b-457d-acd4-bc098e4aea78.jpeg
Men's Basketball Club at UVA,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport$Social & Hobby,True,We are the Mens Club Basketball team at UVA. We play against Mens club basketball teams from other universities.,c510d643-24ec-425e-9a36-b4b4a9204d83.jpg
Men's Club Flag Football,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport,True,"Club Men’s Flag Football at UVA offers a unique opportunity to play consistent and competitive flag football against competition both inside and outside of the University of Virginia, representing the university at off-grounds competition. Additionally, this club will serve to facilitate social connections between UVA students through the medium of flag football by also allowing for competitive play at multiple skill levels. ",f45b4c63-aff0-43fc-87a6-28b0f135ae9d.jpg
Men's Club Lacrosse,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport,True,"The Men’s Club lacrosse team at University of Virginia is a club (non-varsity) program that competes in the Blue Ridge Conference of the National College Lacrosse League (NCLL). The team plays games against other universities and lacrosse programs nationwide such as Maryland, JMU, Navy, and Penn State. As a club sport, we are completely student run and play throughout the year. Fall ball consists of tournaments and scrimmages; spring ball is geared towards interleague play with NCLL playoffs at the end of the semester",10806c3e-d93f-434c-ba8e-634faed07fca.jpeg
Men's Club Soccer at UVa,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport$Social & Hobby,True,"The purpose of Virginia Men's Club Soccer is to provide the highest level of non-varsity soccer competition to members of the University of Virginia community. The team is consistently competitive on both the regional and national level.Tryouts are held early in the fall semester and are open to students of all years, graduate and undergraduate, as well as those who have tried out before.We train 3 days a week, have at least 6 league games and travel to a minimum of 3 tournaments on weekends during the Fall semester. ",7dd00c59-7bc4-4b90-bb5c-c19238d452b0.jpeg
Men's Club Volleyball at UVA,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport$Social & Hobby,True,"Participates in local, regional, and national intercollegiate tournaments. We have approximately 20-25 members and practice three times a week. The season runs throughout both the fall and spring semester, culminating with a five-day national tournament in the spring.Although this organization has members who are University of Virginia students and may have University employees associated or engaged in its activities and affairs, the organization is not a part of or an agency of the University. It is a separate and independent organization which is responsible for and manages its own activities and affairs. The University does not direct, supervise or control the organization and is not responsible for the organization’s contracts, acts or omissions.",90eecc97-e637-4482-bb3c-08ab6684ddcc.jpg
Men's Ice Hockey Club at the University of Virginia,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport,True,UVA Mens Club Hockey plays a competitive ACHA-D2 schedule against opposing teams across the region. The team practices once a week and plays one to three games a weekend throughout the season from late August to mid February. Tryouts are held during the first two weeks back to school each fall. ,7f1720f0-3a54-46a2-aaf1-0b54fd2e8aee.jpeg
Men's Rugby Football Club at UVA,Recreation & Social,Contracted Independent Organization (CIO)$Club Sport,True,The Virginia Men's Rugby Football Club is a Division II National Collegiate Rugby (NCR) sanctioned team. We compete on an interscholastic national level in the Cardinals Collegiate Rugby Conference. Our team is made up of undergraduates with varying levels of experience. Our goal is to be a socially enjoyable club while being competitive on the regional and national levels.,33aabd3f-cecb-4470-815c-a93b76a96d1c.jpeg
Mentoring Girls in Computing,Service & Advocacy,Public Service$No Application or Interview Required,False,"Mentoring for Girls In Computing is a volunteer organization that offers introductory lessons in coding to students at the Village School, a local Charlottesville middle school for girls. The club is composed of women students at the University of Virginia who have experience or interest in computing science. We hold meetings on grounds at UVA to plan curriculum, and we visit the middle school for an hour each week to teach these lessons. Alongside the lessons, we aim to foster positive relationships with the girls and to be role models for them. Our mission is to inspire young girls to pursue futures in technology through mentorship and hands-on learning experiences. As our organization body is composed of women computer science students, we know from experience the struggles of studying in a male-dominated field. By creating valuable and fun learning experiences, we hope to show them that it is worth it to pursue their interests, no matter the obstacles they come across. Additionally, other engineering and technical subjects will be introduced to the middle schoolers through projects and endeavors, such as Lego Education and guest speakers from female professors at UVA. Those interested in the club but who are not able to attend the Tuesday teaching sessions at the Village School are still encouraged to join MGIC. There are many opportunities to become involved outside of the sessions with the girls, such as curriculum creation and event planning.",0c35e84f-36b5-42b6-ade0-2138ebcc68e2.png
Middle Eastern & North African Students Association,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Social & Hobby$No Application or Interview Required,False,"The Middle Eastern North African Students Association shall coordinate activities and events for its members, community, and all who are interested in participating. The purpose of this organization is to bring students together and be able to celebrate their culture and traditions with one another on grounds. We aspire to raise awareness and hold charitable events for humanitarian assistance pertaining to the Middle Eastern/ Arab Americans along with the Middle Eastern and North African regions. We provide a platform for students alike to infuse their culture, language, and customs to present their pride and patriotism for the MENA descent.",5187c763-d17b-4b03-a35b-52ea23475097.png
Middle Eastern and Islamic Student Organization,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic$Darden School,True,"Middle East and Islamic Student Association (MEISA) has two purposes:1.To build bridges between the United States and Middle Eastern/Islamic countries to create community, connection, and career opportunities;2. To provide a safe space for students who identify under the MEISA umbrella.____Although this organization has members who are University of Virginia students and may have University employees associated or engaged in its activities and affairs, the organization is not a part of or an agency of the University. It is a separate and independent organization which is responsible for and manages its own activities and affairs. The University does not direct, supervise or control the organization and is not responsible for the organization’s contracts, acts or omissions.",04292ab1-d244-4a2a-a29c-dae71dfac39b.jpg
Middle Eastern and North African Law Student Association ,Identity & Culture,Contracted Independent Organization (CIO)$Academic & Professional$Cultural & Ethnic$Law School,True,"The purpose of this organization is to represent the views of Middle Eastern and North African students at the University of Virginia School of Law; to promote the welfare of its members through educational, professional, cultural, and social programs; and to provide a forum for the discussion of local, national, and international issues affecting both the Middle Eastern and North African law student community and the University community as a whole. ",d1412eed-5a5a-46da-8c78-8705773875f3.jpg
Middle Eastern North African Mentoring Program (MENAMP),Identity & Culture,Special Status Organization (SSO)$Administrative Unit$Cultural & Ethnic$Department Group or Program$Peer Mentors$L2K,True,"MENAMP, or the Middle Eastern/North African Mentoring Program aims to bring together members of the MENA/SWANA community through fostering relationships with MENA identifying upperclassman mentors with first-year/transfer students as mentees.",6755e421-c6e7-48fe-95ba-dea6170b2bb9.jpg
Middle Grounds at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy$Social & Hobby$No Application or Interview Required,False,"Middle Grounds is a nonpartisan political club at the University of Virginia, aiming to create a politically inclusive space for individuals of all affiliations (though particularly those that value non-partisan ideology) and consequently reduce polarizing ideas in our community. The political spectrum is much wider than just the Democrats or Republicans we primarily see represented - we address and represent all perspectives, achieving this through discussion, debate, information, and advocacy. ",3e384806-4415-49df-b657-5df8d1b3dd98.png
Midwestern Wahoos,Professional Schools,Contracted Independent Organization (CIO)$Law School$No Application or Interview Required,False,"Midwestern Wahoos - Midwestern Wahoos is an organization for students who are from the Midwest, are interested in practicing in the Midwest, or both. The purpose of the group is part social: connecting students from the Midwest; and part career-oriented: connecting and networking with employers across the Midwest. “Midwest” is loosely defined, and all students are welcome. The largest market Midwestern Wahoos serves is Chicago, but members are interested in markets across the Midwest, including Minneapolis, Columbus, Kansas City and more. Wherever members are interested in, the organization is happy to act as the intermediary or networking in those markets.",516533b6-bd83-4bbc-9aa6-311dfda361cb.jpg
Miller Center of Public Affairs,Campus Units,Administrative Unit,True,,
Mind&Body at UVA,Recreation & Social,Contracted Independent Organization (CIO)$Social & Hobby,True,"Mind&amp;Body@UVA is a student group focused on mental and physical health, bringing awareness to all aspects of our lives to cultivate healthy habits during college life. Founded in 2019, we have worked in direct partnership with the Contemplative Sciences Center to create a thriving space on Grounds through offering free events, such as meditation sessions, group exercise classes, all-level yoga classes, art sessions, nature walks, retreats, and more. We provide a variety of resources to all communities of students at UVA to help handle life as a college student and fuel positive momentum. We believe that in order to succeed in college, students should rest and recharge in a sustainable way that helps to continuously create communities that are supportive and compassionate. All UVA students are welcome!You can find out more about our events on our Facebook page here or Instagram page here if you have any questions or suggestions. We are so excited to meet you!",d9795655-ddf0-4468-b2f0-41d3dfed2bf4.jpg
Mixed Race Student Coalition,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic,True,"The Mixed Race Student Coalition (MRSC) serves to build a community for multi-ethnic and multiracial people in the Charlottesville community around their shared experiences. MRSC seeks to increase awareness and appreciation of the culture of people of mixed race and/or ethnicity. As members of MRSC, mixed and multiracial students don’t need to answer the much anticipated “What are you?” question or experience the feeling of having someone categorize them according to different racial stereotypes. They can simply exist as who they feel they truly are. ",19d32e8f-de92-4a4a-8eb0-3b519118c161.jpeg
Mock Trial Association at UVA Law,Professional Schools,Contracted Independent Organization (CIO)$Academic & Professional$Law School,True,The Mock Trial team at the University of Virginia School of Law provides an opportunity for law students to hone their trial advocacy skills. The program participates in competitive Mock Trial competitions throughout the country. ,a5b678b2-f2d8-4b65-a960-d8159d3c32a4.jpg
Mock Trial at the University of Virginia,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy$Social & Hobby,True,"Mock Trial at UVA is a competitive extracurricular activity where teams of 6-8 people compete against other schools in 3-hour trials. Students play the roles of attorneys and witnesses, both of which are scored. All competitors learn about the law, courtroom procedures, and the rules of evidence, as well as public speaking and critical thinking skills.",0fcd2879-fc70-40a3-84f5-54af8f87edea.jpeg
Moneyed Interest,Recreation & Social,Contracted Independent Organization (CIO)$Social & Hobby$No Application or Interview Required,False,"At Moneyed Interest, our goal is to make personal finance and investment education available to all. We hold weekly meetings about finance topics we find interesting, stock pitch opportunities, and educational presentations. We also manage a club portfolio. Feel free to email with any questions!",eb4655ab-d556-409f-a605-d6d3cb90b794.jpg
Mongolian Student Union at UVA,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic,True,"The Mongolian Student Union is a cultural organization that strives to spread and share Mongolian culture on Grounds. The organization welcomes students of all backgrounds to join! The organization is run by an executive board and an officer board, and all members are split into family groups that meet and hang out regularly. ",f1d0a9f3-20e8-4943-a811-2008b5b68b76.jpeg
Mood Psychology at UVA,Service & Advocacy,Contracted Independent Organization (CIO)$Health and Wellness,True,"Mood Psychology at UVA serves as a division of  Muhe Health Support Group, an NGO focusing on international students’ mental health.We provide students of psychology and non-psychology majors with psychological knowledge/overseas academic resources through social media platforms to raise public awareness of psychology.And invite psychology professionals or alumni to organize offline and online lectures on the topics of psychology application, employment, and other related fields.",902d0ffb-fb78-458a-92d5-c3e6c9f332f0.jpg
Moot Court at the University of Virginia,Service & Advocacy,Contracted Independent Organization (CIO)$Academic & Professional$Political & Advocacy$Social & Hobby,True,"Moot court at UVA is a team of passionate, fun-loving students. We research circuit court and supreme court cases, develop detailed arguments, and compete in tournaments simulating politically relevant legal debates at the appellate level. ",96a0c897-6c66-46de-a3d6-de147232fa41.png
Moroccan Cultural Society at the University of Virginia,Identity & Culture,Contracted Independent Organization (CIO)$Cultural & Ethnic,True,"The Moroccan Cultural Society at UVA aims to preserve Moroccan culture, educate members and the larger UVA community on Moroccan history, and to embrace the uniqueness of the Moroccan dialect. The Moroccan Cultural Society organizes events and activities for its members and the community at large. Events and activities are organized to serve the purpose of Moroccan Cultural Society and include educational workshops, lectures, film nights, and cultural activities. ",6944e8cf-46f1-4c2f-acc5-fd354497b6c3.jpg
Morven Sustainability Lab,Campus Units,"Department, Schools, or Centers",True,"Morven is a place-based (land-centered) sustainability lab where a community of faculty, students, staff, visiting scholars and community members explore, discover and create more enduring and just ways of multi-species living in the world. Morven’s diverse rural lands—shaped by thousands of years of environmental and human history--are simultaneously a living landscape classroom, laboratory and sanctuary. Here, in the classroom and in the field, we incorporate traditional practices and seek new practices and models necessary to address the global environmental crisis, especially as it is changing the Virginia Piedmont, our regional home.Morven affords the broad intellectual reach of the UVA community—from the environmental humanities to the environmental sciences, from architecture and engineering to law, from art to economics—a shared space for transformative research and transformational experiential learning commensurate with the magnitude of contemporary socio-ecological challenges, such as a changing climate, food insecurity and equity as well as the loss of biodiversity.",42c21ac6-a4e0-4d82-aeb0-e96cea59ce07.png
Mu Epsilon Delta at UVA,Academic & Professional,Academic & Professional$Graduate Degree CIOs,True,"We are a pre-health organization committed to enhancing the professional, academic, and social experiences of our members. Our organization is composed of students with a keen interest in various pre-health disciplines, including medicine, physical therapy, nursing, and psychology.We offer a diverse array of events designed to support our members' growth and development. These include professional seminars and speaker engagements, dedicated study hours, social gatherings, and volunteer opportunities. Through these activities, we aim to foster a supportive community that nurtures the aspirations and ambitions of our members.",ce233fdc-3239-48de-a31e-603fb2d978e6.jpeg
